,選手名,選手名（英語）,最終所属,ポジション,生年月日,身長/体重,url
37,チキアルセ,Arce Rolon Francisco Javier(CHIQUIARCE),Ｇ大阪,DF,1971/04/02,178/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
38,千島　徹,Toru CHISHIMA,愛媛,MF,1981/05/11,170/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
39,千田　海人,Kaito CHIDA,秋田,DF,1994/10/17,185/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
40,千田　奎斗,Keito CHIDA,横浜FM,GK,1998/09/13,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
41,千田　悠貴,Yuki CHIDA,札幌,MF,2003/09/01,181/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
42,チッキーニョ,Erikson Carlos Batista Dos Santos(TIQUINHO),相模原,FW,1995/02/26,169/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
43,チッコ,Alex Chandre De Oliveira(TICO),山形,FW,1977/12/21,180/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
44,知念　慶,Kei CHINEN,川崎Ｆ,FW,1995/03/17,177/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
45,知念　哲矢,Tetsuya CHINEN,琉球,DF,1997/11/08,178/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
46,知念　雄太朗,Yutaro CHINEN,琉球,MF,1993/11/19,174/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
47,千野　俊樹,Toshiki CHINO,甲府,MF,1985/07/19,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
48,千葉　修,Osamu CHIBA,仙台,GK,1968/05/22,184/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
49,千葉　和彦,Kazuhiko CHIBA,新潟,DF,1985/06/21,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
50,千葉　寛汰,Kanta CHIBA,清水,FW,2003/06/17,178/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
51,千葉　真也,Shinya CHIBA,新潟,MF,1983/05/03,180/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
52,千葉　奏汰,Sota CHIBA,町田,GK,1995/06/26,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
53,千葉　貴仁,Takahito CHIBA,Ｃ大阪,DF,1984/11/07,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
54,千葉　武,Takeru CHIBA,仙台,MF,2001/12/29,170/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
55,千葉　直樹,Naoki CHIBA,仙台,MF,1977/07/24,179/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
56,千葉　泰伸,Yasunobu CHIBA,仙台,MF,1971/04/11,172/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
57,千布　一輝,Kazuki CHIBU,宮崎,MF,1995/07/13,176/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
58,チャ　ジホ（車　智鎬）,CHA Ji Ho,熊本,DF,1983/03/23,170/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
59,車　東訓,CHA Dong Hoon,岐阜,FW,1989/11/07,185/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
60,チャ　ヨンファン,CHA Young Hwan,金沢,DF,1990/07/16,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
61,チャウワット,CHAOWAT Veerachart,Ｃ大阪,MF,1996/06/23,171/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
62,チャキット,CHAKKIT Laptrakul,徳島,MF,1994/12/02,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
63,茶島　雄介,Yusuke CHAJIMA,広島,MF,1991/07/20,166/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
64,チャナティップ,CHANATHIP Songkrasin,札幌,MF,1993/10/05,158/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
65,茶野　隆行,Takayuki CHANO,千葉,DF,1976/11/23,178/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
66,チャヤトーン,CHAYATHORN Tapsuvanavon,FC東京,MF,2000/03/12,172/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
67,チャン　ギョンジン,JANG Kyung Jin,大分,DF,1983/08/31,184/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
68,チャン　ソグォン,JANG Sukwon,岡山,DF,1989/08/11,185/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
69,チャン　ヒョンス,JANG Hyun Soo,FC東京,DF,1991/09/28,185/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
70,チャン　ミンギュ,JANG Min Gyu,千葉,DF,1999/03/06,183/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
71,チャン　ワタナカ,CHAN VATHANAKA,藤枝,FW,1994/01/23,175/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
72,チュ　セジョン,JU Se Jong,Ｇ大阪,MF,1990/10/30,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
73,中後　雅喜,Masaki CHUGO,東京Ｖ,MF,1982/05/16,178/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
74,チュカ,CHUKA Derick Ogbu,甲府,FW,1990/03/19,180/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
75,趙　源熙,CHO Won Hee,大宮,MF,1983/04/17,177/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
76,チョ　ジェジン,CHO Jae Jin,Ｇ大阪,FW,1981/07/09,185/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
77,チョ　ソンジン,CHO Song Jin,札幌,DF,1990/12/14,187/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
78,趙　東建,CHO Dong Geon,鳥栖,FW,1986/04/16,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
79,チョ　ビョングク（曺　秉局）,CHO Byung Kuk,磐田,DF,1981/07/01,183/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
80,趙　民宇,CHO Min Woo,長崎,DF,1992/05/13,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
81,曺　永哲（チョ　ヨンチョル）,CHO Young Cheol,新潟,MF,1989/05/31,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
82,曺　貴裁（チョウ キジェ）,CHO Kwi Jea,神戸,DF,1969/01/16,177/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
83,張　帥,ZHANG Shuai,YS横浜,MF,1997/09/12,180/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
84,趙　晟桓,CHO Sung Hwan,札幌,DF,1982/04/09,183/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
85,趙　天賜,ZHAO Tianci,YS横浜,GK,1995/03/20,186/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
86,チョン　ウォンジェ,JEONG Won Jae,北九州,FW,1998/03/28,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
87,チョン　ウヨン,JUNG Woo Young,神戸,MF,1989/12/14,186/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
88,全　山海,JEON San Hae,讃岐,MF,1999/05/24,182/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
89,チョン　スンヒョン（鄭　昇炫）,JUNG Seung Hyun,鹿島,DF,1994/04/03,188/89,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
90,丁　成勳,JEONG Shung Hoon,札幌,FW,1979/07/04,190/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
91,チョン　ソンリョン,JUNG Sung Ryong,川崎Ｆ,GK,1985/01/04,191/91,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
92,鄭　大世,CHONG Tese,町田,FW,1984/03/02,181/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
93,チョン　ハンチョル,JUNG Han Cheol,今治,DF,1996/06/20,185/79,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
94,チョン　フンソン（鄭　薫聖）,JUNG Hoon Sung,岩手,MF,1994/02/22,168/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
95,鄭　容臺,CHONG Yong De,横浜FC,MF,1978/02/04,178/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
96,千代反田　充,Mitsuru CHIYOTANDA,徳島,DF,1980/06/01,183/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
97,陳　運華,CHEN Yunhua,岩手,MF,1999/09/14,180/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
98,チンガ,Luiz Otavio Santos De Araujo(TINGA),磐田,MF,1990/10/12,175/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A1
0,塚川　孝輝,Koki TSUKAGAWA,川崎Ｆ,MF,1994/07/16,184/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
1,塚田　翔悟,Shogo TSUKADA,鹿児島,DF,1993/05/02,164/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
2,塚田　裕介,Yusuke TSUKADA,横浜FM,MF,1999/06/09,160/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
3,塚野　真樹,Masaki TSUKANO,FC東京,MF,1970/10/12,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
4,塚本　明正,Akimasa TSUKAMOTO,鳥栖,DF,1969/11/22,170/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
5,塚本　泰史,Taishi TSUKAMOTO,大宮,DF,1985/07/04,177/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
6,塚元　大,Dai TSUKAMOTO,Ｇ大阪,FW,2001/06/23,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
7,塚本　颯,Hayato TSUKAMOTO,鳥取,DF,2004/07/29,167/56,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
8,塚本　秀樹,Hideki TSUKAMOTO,福岡,GK,1973/08/09,178/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
9,津久井　匠海,Takumi TSUKUI,横浜FM,FW,2002/04/30,176/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
10,佃　賢典,Kensuke TSUKUDA,磐田,DF,1977/06/28,186/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
11,津島　克洋,Katsuhiro TSUSHIMA,岡山,MF,2003/04/16,170/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
12,津島　三敏,Mitsutoshi TSUSHIMA,名古屋,DF,1974/07/30,171/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
13,辻　周吾,Shugo TSUJI,愛媛,GK,1997/07/21,187/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
14,辻　創太,Sota TSUJI,清水,MF,2003/04/21,162/55,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
15,辻　正男,Masao TSUJI,群馬,FW,1987/03/29,173/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
16,辻尾　真二,Shinji TSUJIO,相模原,DF,1985/12/23,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
17,辻岡　佑真,Yuma TSUJIOKA,岡山,DF,2001/12/09,182/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
18,辻野　航大,Kodai TSUJINO,琉球,GK,2002/08/20,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
19,辻本　茂輝,Shigeki TSUJIMOTO,徳島,DF,1979/06/23,180/78,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
20,蔦　颯,Hayate TSUTA,八戸,GK,1995/06/07,182/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
21,津田　和樹,Kazuki TSUDA,町田,DF,1982/07/26,181/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
22,津田　琢磨,Takuma TSUDA,甲府,DF,1980/10/04,179/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
23,津田　知宏,Tomohiro TSUDA,長野,FW,1986/05/06,179/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
24,土田　哲也,Tetsuya TSUCHIDA,札幌,DF,1972/04/24,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
25,土田　尚史,Hisashi TSUCHIDA,浦和,GK,1967/02/01,187/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
26,土橋　公哉,Koya TSUCHIHASHI,浦和,MF,2004/06/25,185/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
27,土橋　正樹,Masaki TSUCHIHASHI,浦和,MF,1972/07/23,175/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
28,土屋　征夫,Yukio TSUCHIYA,京都,DF,1974/07/31,177/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
29,筒井　紀章,Noriaki TSUTSUI,徳島,MF,1976/08/15,172/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
30,堤　健吾,Kengo TSUTSUMI,富山,DF,1978/03/08,181/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
31,堤　耕一,Koichi TSUTSUMI,広島,DF,1998/04/28,181/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
32,堤　俊輔,Shunsuke TSUTSUMI,鹿児島,DF,1987/06/08,179/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
33,堤　聖司,Seiji TSUTSUMI,福島,FW,2002/08/04,177/74,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
34,都築　龍太,Ryota TSUZUKI,湘南,GK,1978/04/18,185/83,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
35,綱田　大志,Taishi TSUNADA,讃岐,MF,1984/04/05,164/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
36,都並　敏史,Satoshi TSUNAMI,湘南,DF,1961/08/14,173/69,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
37,都並　優太,Yuta TSUNAMI,長野,DF,1992/01/20,172/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
38,恒松　伴典,Tomonori TSUNEMATSU,新潟,GK,1976/07/16,188/84,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
39,常本　佳吾,Keigo TSUNEMOTO,鹿島,DF,1998/10/21,174/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
40,角田　拓海,Takumi TSUNODA,仙台,MF,2001/06/14,166/63,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
41,角田　恵風,Yoshikaze TSUNODA,横浜FM,MF,2003/08/18,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
42,角田　涼太朗,Ryotaro TSUNODA,横浜FM,DF,1999/06/27,181/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
43,椿　直起,Naoki TSUBAKI,北九州,MF,2000/06/23,172/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
44,ツビタノヴィッチ,Igor CVITANOVIC,清水,FW,1970/11/01,186/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
45,ツベイバ,Akhric TSVEIBA,Ｇ大阪,DF,1966/09/10,182/77,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
46,坪井　一真,Kazuma TSUBOI,八戸,MF,1998/12/09,169/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
47,坪井　清志郎,Kiyoshiro TSUBOI,秋田,FW,2000/02/01,172/64,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
48,坪井　慶介,Keisuke TSUBOI,山口,DF,1979/09/16,179/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
49,坪井　湧也,Yuya TSUBOI,神戸,GK,1999/08/23,182/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
50,坪内　秀介,Shusuke TSUBOUCHI,群馬,DF,1983/05/05,180/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
51,坪川　潤之,Hiroyuki TSUBOKAWA,長野,MF,1997/05/15,178/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
52,積田　景介,Keisuke TSUMITA,琉球,GK,1993/06/23,184/81,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
53,津村　和希,Kazuki TSUMURA,大分,GK,1999/05/04,177/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
54,筑城　和人,Kazuto TSUYUKI,熊本,DF,1984/08/14,171/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
55,鶴田　海人,Kaito TSURUTA,神戸,GK,1998/04/16,179/71,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
56,鶴田　達也,Tatsuya TSURUTA,富山,GK,1982/09/09,190/75,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
57,鶴田　道弘,Michihiro TSURUTA,甲府,MF,1968/01/04,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
58,鶴野　太貴,Taiki TSURUNO,水戸,MF,1990/09/04,172/70,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
59,弦巻　健人,Kento TSURUMAKI,松本,MF,1987/06/29,173/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
60,鶴見　聡貴,Toshitaka TSURUMI,鳥取,MF,1986/12/22,171/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
61,鶴見　智美,Tomoyoshi TSURUMI,甲府,MF,1979/10/12,185/87,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A4
0,ティティパン,THITIPHAN PuanGjan,大分,MF,1993/09/01,178/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
1,ティンガ,Paulo Cesar Fonseca Do Nascimento(TINGA),川崎Ｆ,MF,1978/01/13,170/60,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
2,ティーラシン　デーンダー（ティーラシン）,TEERASIL DANGDA,清水,FW,1988/06/06,182/76,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
3,ティーラトン,THEERATHON Bunmathan,横浜FM,DF,1990/02/06,171/62,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
4,手島　和希,Kazuki TESHIMA,京都,DF,1979/06/07,180/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
5,手嶋　秀,Hide TESHIMA,名古屋,FW,2001/03/05,163/53,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
6,鐡戸　裕史,Hiroshi TETSUTO,松本,DF,1982/09/28,168/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
7,手塚　康平,Kohei TEZUKA,横浜FC,MF,1996/04/06,176/66,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
8,手塚　直樹,Naoki TEZUKA,仙台,FW,2001/07/03,174/67,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
9,寺岡　真弘,Masahiro TERAOKA,北九州,DF,1991/11/13,179/73,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
10,寺門　陸,Riku TERAKADO,山口,GK,2002/11/23,179/68,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
11,寺川　能人,Yoshito TERAKAWA,湘南,MF,1974/09/06,181/65,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
12,寺阪　尚悟,Shogo TERASAKA,神戸,DF,2004/06/06,181/72,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
13,寺沢　優太,Yuta TERASAWA,長野,GK,1993/07/31,185/82,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
14,寺田　周平,Shuhei TERADA,川崎Ｆ,DF,1975/06/23,189/80,https://data.j-league.or.jp/SFIX03/createPlayerListInfoByFirstAlphabetList?player_name_first_alphabet=%E3%81%A6
